vent_type,surf_id,XB1,XB2,XB3,XB4,XB5,XB6,VEL,VEL_T
Louvered,supply,0.149999999999999,0.449999999999999,4.55,4.85,0.0,0.0,-0.1,"0.0,-1.11111111111111"
Louvered,supply,3.55,3.85,1.61666666666667,1.91666666666667,3.0,3.0,-0.1,"0.0,-1.11111111111111"
Louvered,exhaust,3.55,3.85,0.15,0.45,3.0,3.0,0.1,
Louvered,exhaust,0.15,0.45,4.55,4.85,3.0,3.0,0.1,
